,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
543,543,radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0,0.033,60.5,0,0.039,0.039,0,0.077,0.2,0.2,0.048,5.2,0,1.5,0.2,12.4,0.2,0.4,8.5,0.087,26,196.3,0.042,0.4,22.6
544,544,mixed vegetables cooked,118,0.3,0,0.09,0.1,23.8,5.7,5.2,8,0,0.089,151.5,0,0,0.1,0.053,0,0.2,1.5,0.3,0.1,5.8,0,0.7,0.083,45.5,0.2,1.5,40,0.7,92.8,307.6,0.022,37.698
545,545,yellow tomato,32,0.6,0.03,0.003,0.2,6.3,0,2.1,1.5,0,0.088,202,0,0,0.056,0.067,0,0.089,2.5,0.2,0.1,19.1,0,0,0,23.3,0.2,1,25.4,0.3,76.3,547,0.071,10.8
546,546,cardoon cooked,26,0.1,0.014,0.058,0.092,6.4,0,0.9,2,0,0.2,112.2,0,0.047,0.081,0,0.044,0.4,0.1,0.009,2,0,0,0,86.4,0.011,0.9,51.6,0.2,27.6,470.4,0.088,0.2,98.7
547,547,spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0,0.036,27.4,0,0.045,0.064,0,0.024,0.2,0.063,0.094,8.4,0,0.6,0.1,29.7,0.042,0.8,23.7,0.3,14.7,167.4,0.078,0.2,41.7
548,548,kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0,0.045,18.8,0.092,0.042,0.048,0,0.055,0.2,0.058,0.088,19.6,0,0.1,0.018,53.3,0.3,0.3,6.9,0.1,11.6,73.1,0.078,0.082,75.973
549,549,drumstick pods cooked,42,0.2,0,0,0,9.7,0,2.5,5,0,0.3,104.3,0,0.08,0.039,0,0.037,0.7,0.8,0.1,114.5,0,0,0,23.6,0.028,0.5,49.6,0.3,57.8,539.3,0.028,0.5,156
550,550,kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9,4.5,9.5,0,0.063,241.2,0,0,0.1,0.055,0,0.075,1.1,0.4,0.4,164.3,0,1.3,0.069,63.6,0.3,1.1,50.4,0.4,121.9,927.5,0.015,31.457
551,551,lentil sprouts,82,0.4,0.067,0.053,0.2,17,0,6.9,0,0,0.044,51.9,0,0.2,0.046,0,0.082,0.9,0.4,0.1,12.7,0,0,0,19.3,0.3,2.5,28.5,0.4,133.2,247.9,0.089,1.2,58.8
552,552,carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9,0.6,1.7,0,0.024,53.9,0,0,0.064,0.034,0,0.033,0.6,0.2,0.084,3.6,0,0.4,0.028,20.1,0.022,0.2,7.3,0.004,21.4,195.2,0.012,8.43
553,553,red chili peppers,18,0.2,0.088,0.05,0.1,4,2.4,0.8,0.7,0,0.03,39.6,0,0.076,0.085,0,0.036,0.6,0.04,0.2,64.7,0,0.3,0.039,6.3,0.042,0.5,10.4,0.071,19.4,144.9,0.014,0.1,77.2
554,554,fennel,73,0.5,0,0,0,17.1,0,2.9,7.3,0,0.1,211.1,0,0,0.049,0.011,0,0.022,1.5,0.5,0.1,28.1,0,1.4,0.1,114.7,0.2,1.7,39.8,0.4,117,968.8,0.025,28.2
555,555,sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4,2.4,2,0,0.016,55.5,0,0,0.1,0.06,0,0.03,1.2,0.6,0.074,5,0,0.079,0.084,1.5,0.049,0.4,27,0.1,65,197.1,0.094,19.356
556,556,celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5,2.3,2.8,0,0.2,137.3,0,0,0.044,0.098,0,0.063,1.1,0.5,0.3,12.5,0,0.6,0.081,67.1,0.1,1.1,31.2,0.2,179.4,468,0.093,20.499
557,557,hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6,2.3,4.5,0,0.094,102.1,0,0,0.066,0.098,0,0.025,0.6,0.5,0.2,12.8,0,0.2,0.086,16.2,0.033,0.5,22,0.2,24.4,371.2,0.02,17.795
558,558,brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0,0.051,18.7,0,0.012,0,0,0.079,0.1,0.022,0.043,13,0,0.076,0.059,7.6,0.074,0.3,4.2,0.017,11.8,66.6,0.055,0.067,23.5
559,559,carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6,0.3,1.4,0,0.025,41.5,0,0.053,0.063,0,0.051,0.3,0.1,0.036,1.7,0,0.5,0.036,13.8,0.036,0.2,4.6,0.084,13.8,108.1,0.021,0.073,21.214
560,560,lambs quarters raw,0,0.067,0,0,0,0.069,0,0.08,0.046,0,0.033,0.8,0,0.041,0.083,0,0.011,0.065,0,0.054,0,0,0,0.094,3.3,0.045,0.06,1.5,0.076,0.6,11.4,0.052,0.08,3.658
561,561,lotus root cooked,6,0.056,0.029,0.092,0.016,1.4,0,0.1,0.3,0,0,7.2,0,0.023,0.015,0,0.022,0.007,0.083,0.053,2.4,0,0,0,2.3,0.032,0.059,2,0.042,6.9,32.3,0.029,0.097,6.591
562,562,split peas raw,672,2.3,0.3,0.5,1,118.9,15.8,48.4,50.2,0,0.075,22.2,0,1.4,0.5,0,0.4,5.7,3.5,0.3,3.5,0,0.2,0.037,108.4,1.7,8.7,226.6,2.7,721,1932.6,0.037,5.9,340.4
563,563,scots kale cooked,36,0.5,0.014,0,0.3,7.3,0,2.5,0,0,0.4,118.6,0,0.068,0.042,0,0.056,1,0.08,0.2,68.6,0,0,0,171.6,0.2,2.5,74.1,0.5,49.4,356.2,0.037,0.3,253
564,564,corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7,3.5,2.5,0,0.039,75.6,0,0,0.006,0.053,0,0.017,1.7,0.8,0.1,5.7,0,0.006,0.055,3.1,0.025,0.5,26.8,0.2,79.3,224.5,0.084,29.288
565,565,radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066,0.042,0.002,0,0.033,4.3,0,0,0.066,0.088,0,0.082,0.004,0.073,0.096,0.7,0,0,0.002,1.1,0.052,0.026,0.5,0.084,0.9,10.5,0.013,0.556
566,566,stinging nettles,37,0.007,0,0,0,6.7,0.2,2.4,6.1,0,0.09,78,0,0.027,0.099,0,0.1,0.3,0,0.098,0,0,0,0.4,428.1,0.012,1.5,50.7,0.7,63.2,297.3,0.045,0.3,444.816
567,567,baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7,0.031,0.4,0,0.097,13.6,0,0.002,0.035,0,0.035,0.095,0.09,0.092,0.4,0,0,0.053,4.8,0.089,0.1,1.5,0.001,4.2,35.6,0.081,0.025,6.999
568,568,sweet yellow peppers,50,0.4,0.012,0,0,11.8,0,1.9,1.7,0,0.017,171.2,0,0.08,0.064,0,0.052,1.7,0.3,0.3,341.3,0,0,0,20.5,0.2,0.9,22.3,0.2,44.6,394.3,0.047,0.3,378.5
569,569,taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1,0,0.083,24,0,0.041,0.041,0,0.1,0.4,0.035,0.096,14.6,0,0.6,0.047,30,0.079,0.6,12.6,0.2,16.8,181.4,0.064,0.1,49.7
570,570,corn raw,123,1.9,0.5,0.6,0.7,26.7,9,4.7,2.9,0,0.083,108.8,0,0,0.2,0.08,0,0.032,2.5,1,0.1,9.7,0,0.1,0.054,2.9,0.076,0.7,52.9,0.2,127.3,386.1,0.022,36.328
571,571,roselle,28,0.4,0,0,0,6.4,0,0.5,0,0,0.079,49.4,0,0.005,0,0,0.017,0.2,0,0,6.8,0,0,0,122.6,0,0.8,29.1,0,21.1,118.6,0,0,137.5
572,572,drumstick leaves raw,13,0.3,0,0,0,1.7,0,2,0.4,0,0.071,16.5,0,0.026,0.031,0,0.1,0.5,0.065,0.3,10.9,0,0,0,38.9,0.074,0.8,30.9,0.2,23.5,70.8,0.084,0.1,55
573,573,scallop squash raw,23,0.3,0.097,0.018,0.1,5,3.1,1.6,1.6,0,0.075,122.4,0,0.002,0.08,0,0.01,0.8,0.1,0.1,23.4,0,0.2,0.038,24.7,0.1,0.5,29.9,0.2,46.8,236.6,0.017,0.4,57.1
574,574,chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9,1.3,1.4,0,0.055,72,0,0,0.08,0.007,0,0.029,0.4,0.3,0.2,4.5,0,0,0,36.9,0.051,0.7,19.8,0.2,54.9,261,0.076,18.997
575,575,brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0,0.049,16.3,0,0.054,0.018,0,0.011,0.1,0.038,0.02,16.2,0,0.2,0.032,8,0.077,0.3,4.4,0.019,13.1,73.9,0.06,0.059,27.553
576,576,kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4,3.5,4.7,0,0.018,106,0,0.2,0.028,0.058,0,0.2,0.5,0.049,0.069,21,0,1.9,0.5,177,0.2,1,29.5,0.5,49.6,169.9,0.082,16.697
577,577,pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6,7,7.3,0,0.4,65.7,0,0.061,0,0,0.026,1.1,0.4,0.2,0,0,0.5,0.099,64.3,0.2,1.8,68,0.4,181.4,384.3,0.07,1.2,131.5
